pair_id	topic	relation	argument1	argument2	source_arg_1	source_arg_2
1305	cuba	no_relation	[ Applause . ] As long as we are using only 50 percent of our capacity in the production of steel , as long as our economic growth is only one-third that of the Soviet Union , as long as 35 percent of our brightest boys and girls who graduate from high school never get to see the inside of a college , as long as the votes in the United Nations are beginning to move against us , as long as Castro is strong not only in Cuba but is spreading his influence throughout Latin America , I can not say we have never had it so good . [ Applause .	The decision is yours . Boos , shouts , screams , applause on November 8 you have to make a judgment as to what kind of a country you want , whether you feel what we are doing now is good enough , whether you feel that the prestige and power of the United States in the world is rising fast enough , whether you are satisfied to see the United States - and Cuba , 90 miles from the shores of the United States , dominated by a Communist satellite , whether you are satisfied to see two countries of Africa independent in the last 2 years now supporting the Communist Party , whether you are satisfied to see Laos , upon whom the future of all Indochina may rest , now slipping , tonight , not a year ago , tonight , and the next few days , maybe slipping beyond the Iron Curtain . These are not matters that any American in 1960 can boo about .	Kennedy_October_16_1960	Kennedy_October_14_1960
1307	medical care,health care	no_relation	I have confidence in our ability to close the missile gap , to modernize our conventional forces , and to give this country the kind of defensive strength it needs to stop the next war before it starts ; the kind of strength Stu Symington pointed out we would need many years ago . I have confidence in this Nation 's ability to look out for its older citizens - to see that they have a decent pension , a decent home , and decent medical care . The people who oppose this program today , under Mr. Nixon 's leadership , are the very same people from the very same party who used the very same arguments against social security a generation ago .	What is  extreme  is the fact of 9 million Americans over the age of 65 trying to survive on incomes of less than $ 20 a week - the 3 million more living on $ 40 a week . What is  extreme  is the fact of millions of older Americans who are unable to afford the medical care - the doctors and drugs and hospital rooms - which they so desperately need . And what is  extreme  is the opposition of the Republican Party to every effort to bring help to our older citizens .	Kennedy_October_2_1960	Kennedy_September_28_1960
1308	minimum wage	support	 Today the Fair Labor Standards Act , with its guarantee of a decent minimum wage , has become an established feature of the American economic System but in 1937 a leading Republican Congressman warned that  if you pass this bill * * * gone with the wind is our democratic system of government and all the institutions we hold dear .  Other Republicans attacked minimum wage as  communism  and the  road to economic hell  - 93 percent of the Republicans in Congress voted to kill the bill calling for a 25-cent minimum wage and the Republicans have opposed every increase in the minimum wage ever since . Today the Social Security Act is regarded as the most important and beneficial single piece of social legislation in American history .	They stem from the administration of Woodrow Wilson and Franklin Roosevelt and Harry Truman . They are the efforts which Democratic Presidents and Democratic Congresses have made to write into law a whole platform of social legislation , which permits all Americans to participate in our standard of living , minimum wage , social security , unemployment compensation , housing , aid to education , medical care for the aged , all of the great litany of pieces of social legislation for which we are distinguished which make it easy for a Democratic candidate to run for the Presidency , and which Mr. Nixon 's party has opposed . It is our function , however , not to merely invoke the names of Franklin Roosevelt and Harry Truman , not to merely live off what they did , but to bring these old programs up to date .	Kennedy_October_30_1960	Kennedy_October_23_1960
1309	medical care,health care	support	This last session of the Congress for the last 4 weeks is a vivid example of what can happen when the country is divided in its leadership ; because the Republican Party opposed the $ 1.25 minimum wage , we did n't get it . Because the Republican Party - and only one Senator voted against them - opposed medical care for the aged tied to social security , which had the endorsement of Governor Rockefeller , as well as the Democratic Party , and it was beaten by five votes . And Time magazine this week said that the leader of the Republican Party smiled when he heard the results - this is the kind of thing which has happened in the month of August .	 I am sure that the threat of a White House veto mentioned by every speaker opposing the amendment contributed to this defeat . In addition , it should be noted that only one Republican voted for this sound approach to the medical care for the aged program .  This vote demonstrates that if we 're going to have effective legislation in this and other fields , we 're going to have to have an administration that will provide leadership and a Congress that will act .	Kennedy_September_3_1960	Kennedy_August_23_1960
1311	minimum wage	support	Fact : When the minimum wage was raised from 40 cents to 75 cents an hour , every Republican on the House Labor Committee opposed it and the Republicans in the House voted 143 to 12 to take away minimum wage protection from 1 million workers who were covered . Fact : In 1960 , the attempt to raise the minimum wage to $ 1.25 an hour was defeated in the House when Republicans voted 119 to 27 against it . In the Senate , the $ 1.25 minimum wage was opposed by the Republicans , 18 to 14 .	I do n't take his view about [ applause ] - I do n't say that $ 1.25 minimum wage is extreme . I do n't lead a party that voted nearly unanimously against 25 cents minimum wage . I do n't go around saying 4.5 million Americans unemployed is insignificant , is necessary .	Kennedy_October_20_1960	Kennedy_October_9_1960
1312	cuba	no_relation	In 1955 Mr. Nixon went to Cuba to view conditions for himself . But his only reaction was to praise  the competence and stability  of the Batista dictatorship which was , even then , threatened by Communist activities - and to say that  communism has reached its high-water mark in Latin America  at a time when Communist influence was beginning to rise , and only a few short years before the Communists took over all of Cuba . Mr. Nixon saw nothing wrong in Cuba - he made no recommendations for action - he did not warn America that danger was growing - and as a result the Communists took over Cuba with virtually no opposition from the United States .	National independence can not exist without political independence - and want and poverty and hunger are the conditions under which communism feasts and prospers . These are just some of the steps which we must take if we are to succeed in halting the steady advance of communism - an advance which is now on our very doorstep in Cuba . In the novel  On the Beach ,  the lone American survivors of world war III are standing on a beach in Australia , awaiting the inevitable end from the spreading cloud of radioactivity .	Kennedy_October_20_1960	Kennedy_October_18_1960
1313	unemployment	no_relation	To us the major issue is the fight against communism . But to most of the peoples of the world , that is a far-off battle - compared to their battles against poverty and disease and unemployment and illiteracy . Neither do they share our belief that our way , the private enterprise way , is necessarily the best path for any country under any circumstances .	But the burden which should concern us most lies upon the American conscience . We can no longer tolerate growing patches of poverty and injustice in America - substandard wages , unemployment , city slums , inadequate medical care , inferior education and the sad plight of migratory workers . The enactment of this bill is only one step , but an essential step forward , as we cross this frontier to grasp the high opportunities which face the Nation .	Kennedy_September_7_1960	Kennedy_August_10_1960
1314	cuba	no_relation	After doing nothing for 6 years while the conditions that give rise to communism grew - after ignoring the repeated warning of our Ambassadors that the Communists were about to take over Cuba - after standing helplessly by while the Russians established a new satellite only 90 miles from American shores - Mr. Nixon and the Republicans , after 2 years of inaction since Castro took power , now attempt to make up for this incredible history of blunder , inaction , retreat and failure , by cutting off several million dollars worth of exports in a move which will have virtually no effect by itself in removing Communist rule from Cuba . In cutting off a carefully limited number of the American goods which can be sent to Cuba Mr. Nixon has made a dramatic but almost empty gesture - a gesture which will have so little impact on Castro as to be almost meaningless . The State Department itself admits that our exports to Cuba have already declined by more than 50 percent since Castro took power .	What has this administration ever done for the Polish people ? What has this administration done in building the strength and prestige of the United States ? He talks about not losing a single inch of free territory . Cuba ? Now Laos . Possibly Guinea .	Kennedy_October_20_1960	Kennedy_October_18_1960
1315	unemployment	no_relation	Last night , in our debate , Mr. Nixon was asked to give his program for economic growth - what he intended to do to put idle plants and idle men back to work - to move America toward new heights of production and strength - to provide new jobs for an expanding population . But Mr. Nixon had no new program , no new approach ; just the same old tired policies which have resulted in a doubling of unemployment and in a slowing down of our growth until , today , we are growing more slowly than every other industrial nation in the world - policies which have resulted in a steel industry operating at only 50 percent of capacity - an automobile industry which has laid off thousands of men - and a State of Michigan where more than 200,000 men are unemployed and which has never emerged from the Republican recession of 1958 . But the Democratic Party does have a program - a program which will reverse the downward trend of the past 8 years - which will put men back to work and move America toward new heights of productivity and abundance - which will build the stronger America on which the cause of freedom depends .	The figure prior to this was 8 percent , which had 8 percent over a period of a year or 18 months . I believe that that program could be useful in using defense contracts most of which are not by bid but which are negotiated , to put those in areas where it is possible , where there is chronic unemployment and little hope for new industry . I would feel both of those , plus the coal research bill , plus the national fuels policy , I believe all of those would be of assistance in eastern Kentucky and these other hard-hit areas .	Kennedy_October_14_1960	Kennedy_October_5_1960
1316	disarmament	support	We talked tough when communism began to grow in Cuba - but Cuba is a Communist satellite today . We have talked tough about the need for disarmament - but the arms race is more intense than ever . We have a magnificent record of talking tough - but we do not have a magnificent record of halting the advance of communism and strengthening the spread of freedom .	Mr. Nixon may now say he has been urging an acceleration of our defense all along - but in his August 10 press conference the President said he knew of no such different viewpoint by the Vice President , adding :  Certainly if there is , he has n't come to me about it .  What was the Security Council doing while the Nation was undergoing this experience ? Why would anyone point with pride to presiding over successive blows to our security and prestige - Indochina , Hungary , Suez , Sputnik , the riots in Venezuela , the collapse of the summit , the riots in Japan , the collapse of the Baghdad Pact , the failure of disarmament , the U-2 fiasco , and now Cuba and the Congo ? Why would anyone boast about presiding over the Security Council during the years it rejected the now accepted findings of the Gaither report , the Killian report , and the Rockefeller report - during the years it held back our missiles and frustrated our efforts in Space - during the years it failed to come up with one new idea of any importance : for  Atoms for Peace  was a slogan , the Eisenhower Middle East Doctrine was a farce , the  open skies  plan was a gesture , and the Baghdad Pact was a failure . Mr. Nixon has presided , in short , over the decline of our national security .	Kennedy_September_17_1960	Kennedy_August_24_1960
1317	cuba	support	And then what did our opponent suggest ? He shot from the hip again , and he suggested something that caused consternation all over the world . He suggested Government intervention in effect , in the affairs of Cuba . There was so much consternation that the next day he took it back and said , I did n't mean it .	If he pursued the programs he has advocated domestically - programs which could only produce cruel inflation and Government interference with every aspect of our economic life , he could only pipe us to recession or worse . If he pursued the policies abroad which he has suggested , apology to Khrushchev , retreat in the Pacific , open interference in Cuba , he could only pipe us into grave international crisis or worse . Take a specific field : Senator Kennedy 's campaign to talk us into a recession has now reached phase 2. If elected , he says , he will counsel with President Eisenhower about how to deal with it .	Nixon_November_3_1960	Nixon_November_2_1960
1318	medical care,health care	no_relation	When a political party votes , in 1935 , 98 percent against the 25-cent minimum wage , I know what the party stands for ; and when that same political party in 1960 votes in the House of Representatives 85 percent against $ 1.25 minimum wage in 1960 , I know the Republican Party stands where it has always stood-against ; not for , but against . Mr. Nixon leads a party which regards $ 1.25 minimum wage as extreme , which regards medical care for the aged tied to social security as extreme . Mr. Nixon leads a party which Alf Landon once led , from Pennsylvania .	The overall increase in the cost of living has been only about 22 percent . For medical care it has been 35 percent , for rent 30 percent , for the general costs , particularly in the heavy industries , it has gone up more than 30 percent . This is a serious problem , not only to our own people who are adversely affected by a steady increase in their cost of living , but it is also a serious problem in our attempts to compete in other markets , in automobiles , in steel , in heavy construction .	Kennedy_October_15_1960	Kennedy_October_14_1960
1319	medical care,health care	no_relation	Franklin Roosevelt said ,  This generation of Americans has a rendezvous with destiny ,  and so does this one , so does this one 25 years later . It is not only medical care for the aged . It is minimum wage , it is housing for the elderly , public housing .	This last session of the Congress for the last 4 weeks is a vivid example of what can happen when the country is divided in its leadership ; because the Republican Party opposed the $ 1.25 minimum wage , we did n't get it . Because the Republican Party - and only one Senator voted against them - opposed medical care for the aged tied to social security , which had the endorsement of Governor Rockefeller , as well as the Democratic Party , and it was beaten by five votes . And Time magazine this week said that the leader of the Republican Party smiled when he heard the results - this is the kind of thing which has happened in the month of August .	Kennedy_September_14_1960	Kennedy_September_3_1960
1320	unemployment	no_relation	First , while I said that the American economy was failing to move ahead fast enough to meet the needs of the Nation or the people , Mr. Nixon said that  We 'd never had it so good ,  that the Nation was enjoying  unexampled prosperity .  Since that time unemployment has risen to more than 6 percent , the highest since the great recession of 1958 . In the past 5 months we have lost almost $ 1 billion of our dwindling gold reserves to foreign banks .	[ Applause . ] Franklin D. Roosevelt fought this same fight in the 1930 's , social security , minimum wage , housing , unemployment compensation , and fair opportunity . We fight it now in the sixties .	Kennedy_November_7_1960	Kennedy_November_2_1960
1323	disarmament	no_relation	They would use it because their aim is to conquer the world . So , my friends , let me say this : We will work for disarmament , yes . We will work to stop tests and get an agreement , yes ; but we will never agree to anything unless we are sure they are going to keep the bargain because that 's how America has got into trouble in the past , and we are not going to make that mistake in the future .	I recall as we went by Swarthmore College some signs were up , saying ,  Mr . Nixon , why not disarmament ?  I want to talk a bit about that . I , as you know , happen to be a Quaker .	Nixon_October_25_1960	Nixon_October_22_1960
1325	medical care,health care	support	What is more important than jobs and progress and these things that I have been mentioning ? Well , of course , you know what it is . It 's just being around to enjoy it , because we can have the best jobs and medical care and housing and all that sort of thing that we can imagine , and if we are n't around , we 're not going to know it , so , the most important qualification of the next President of the United States must be this : Is he the man best qualified , by experience , by judgment , by background , to keep the peace , keep it without surrender of principle or territory ? This is the great test , and I ask you to apply it . Now , looking at this issue , let me tell you that if we 're going to keep the peace , we must understand the men who threaten it .	And what about that future ? We want a future of progress , but above all , the people of this country are concerned that our children may grow up in a world in which we can be free and we can live at peace - and that is the most important thing that Americans must think about at this time . Now , obviously , I know people could say ,  Well , now , just a minute , Mr. Nixon , do you mean that peace and developing policies that will keep peace and freedom are more important that jobs , more important than good medical care and more important than housing and education and the like ?  And the answer is that of course all those things are important too . But we can have all those things and it wo n't do us any good if we 're not around to enjoy them .	Nixon_October_14_1960	Nixon_October_12_1960
1326	cuba	support	Now I just want to keep the record straight . I know that he 's said he 's changed his mind on this , that now he supports the President on the Formosa Straits , that really he did n't mean this business about apologizing and regretting , and as far as Cuba is concerned , he was misunderstood . My friends , let me say this .	He 's changed his mind about Cuba . He really did n't mean intervention in Cuba .  Let me tell , you this : I have heard the President of the United States make decisions .	Nixon_October_29_1960	Nixon_October_27_1960
1328	minimum wage	no_relation	[ Applause . ] Every program which we now put forward and which both parties now endorse was written into the statute books over the opposition of a substantial group of the Republican Party , things which make life decent for all Americans , a chance for social security , for minimum wage , for unemployment compensation , for public housing . I have stood for those things in 14 years in the Congress .	A shift of four or five votes in the House last June would have enacted a real minimum wage bill , with coverage for several million more families and a minimum of $ 1.25 an hour . Next January we will have those votes - and you will have a President who knows what a strong minimum wage law means to stop runaway shops and to raise living standards . I ask you also to elect John Swainson as Governor of Michigan - a great Governor to succeed a great Governor .	Kennedy_October_1_1960	Kennedy_September_5_1960
1329	medical care,health care	no_relation	[ Response from the audience . ] About 2 weeks ago he attacked Senator McNamara and myself for supporting medical care for the aged in social security . Mr. Nixon 's criticism was that this would take care of a lot of wealthy people .	Senator Kennedy added : The aged of this Nation deserve to spend their retirement years with proper recognition and respect for the contributions they have made to the American economy . They should have an income adequate to permit them to continue their important contributions to American life and a program of medical insurance through the social security system for dignified health care . I am proud of the endorsement of these outstanding scientists and practitioners in the field of aging .	Kennedy_October_14_1960	Kennedy_October_12_1960
1331	medical care,health care	no_relation	Under Governor Williams leadership , you here in Michigan have moved promptly to take advantage of the meager benefits for the elderly under new Federal legislation . But the Federal program is wholly inadequate - in Michigan it will cover only 60,000 new people , only one-seventh of the number that would have been covered under the Democratic bill that tied medical care to social security without a pauper 's oath . Here in Michigan you have led the Nation in your educational programs .	It is a view sharply in contrast with the charity approach , or the demeaning consignment of the aged as dependent burdens upon their families and public relief . The clearest evidence of this difference in approach can be seen in the problem of health care for the aged . Some of the proposals have been founded upon a degrading means test .	Kennedy_October_14_1960	Kennedy_October_12_1960
1333	cuba	support	Mr. Nixon himself was in Latin America 5 years ago and here is what he said :  If we had produced economic progress in Cuba we might have averted the Cuban takeover .  Why did n't we ? That is what he said a month ago ; why did n't we in 1955 come forward with a program that would have prevented Castro from taking power ? When he was there in 1955 , he said , and you can judge his experience ,  I am convinced that communism has passed its highwater mark in Latin America ,  at a time when the Communists were about to communize Cuba . Our third failure has been our inability to establish contact with the young people of that area that will run the country .	And this would not have happened in Cuba if the Republican leadership Mr. Nixon represents every step which foresight and experience should have directed them to take - in order to prevent a Communist victory only 90 miles from our shores . I do not know how Mr. Nixon can talk of firmness in view of his party 's record in Cuba . I do not know how he can talk of experience in view of his party 's experience in Cuba .	Kennedy_October_18_1960	Kennedy_October_15_1960
1334	minimum wage	support	[ Applause . ] If you agree with a policy of no new starts , a policy which does not develop the resources of the Wabash or the Ohio Rivers , if you agree that $ 1.25 minimum wage in a company making more than a million dollars a year is excessive , and , to use Mr. Nixon 's words ,  extreme  ; if you believe that medical care for the aged tied to social security is too extreme , if you believe that these programs which I believe are essential to the maintenance of full employment , if you believe that they are too extreme , then you should vote for Mr. Nixon . If you believe that the area redevelopment bill , which has been vetoed twice , which would mean so much to this community and other communities , which are hard hit by chronic unemployment , and you want it vetoed a third time , you should vote for Mr. Nixon .	He did not equivocate , because he was the President of the United States . The Lincoln tradition is not found in a man who considers $ 1.25 minimum wage to be , and I quote him  extreme .  The Lincoln tradition of courage [ applause ] is not found in a man who considers Federal aid for education and teachers salaries to be  extreme ,  and I quote him accurately , and who calls helping our older citizens through the medium of social security to provide medical care for their aged life - who considers that to be  extreme .	Kennedy_October_4_1960	Kennedy_October_3_1960
1335	disarmament	no_relation	First , it has been suggested that your objective is to pose as a champion of peace and disarmament . You are said to be bringing new disarmament proposals with you . If they are at all constructive and negotiable , I hope we in this country will stand ready to consider them .	The peace requires that we have these adequate defenses - I know this Nation can afford them - and you know this Nation can not afford to be without them . Secondly , peace requires an America that is planning , preparing , and striving for disarmament and other steps toward peace . Disarmament today is just as complicated as armaments - involving complex problems of surveillance , reconnaissance , seismography , atmospheric sampling and testing stations .	Kennedy_September_16_1960	Kennedy_September_9_1960
1336	medical care,health care	no_relation	If we appropriate $ 600 million for defense , the President can impound it . If we pass legislation dealing with the minimum wage or medical care for the aged tied to social security , if the President vetoes that bill , his veto can be sustained by one-third of the Senate plus one and / or one-third of the House plus one . Therefore , in order for the Congress , which is today Democratic , to fulfill its commitments as supporters of the Democratic platform it is also necessary to have a President that can work with the Congress and not against it .	The kind of a meeting that we had today indicates , I think , that partnership which can exist between the farmers of this country and the Federal Government . Senator John F. Kennedy tonight expressed keen disappointment on the defeat of the Anderson - Kennedy amendment to the medical care to the aged bill .  I am sure that the threat of a White House veto mentioned by every speaker opposing the amendment contributed to this defeat .	Kennedy_September_6_1960	Kennedy_August_23_1960
1338	disarmament	support	In a message to Congress on January 7 , 1941 , President Roosevelt translated freedom from fear to mean  a worldwide reduction of armaments to such a point and in such a thorough fashion that no nation will be in a position to commit an act of physical aggression against any neighbor anywhere in the world .  In short , freedom from fear was freedom from war - the pursuit of that freedom was the pursuit of peace - the method of achieving that freedom was the method of disarmament . Today , 20 years later , we are still far from Franklin Roosevelt 's goal .	In 1952 , during the campaign between Adlai Stevenson and Dwight Eisenhower , there was no discussion , really , of outer space , and yet this administration , when a similar opportunity was granted to it to make a significant breakthrough , to recognize the implications of the opportunity in the same way that Franklin Roosevelt had recognized it in 1941 , when this administration was informed of the significance of outer space , both militarily and scientifically , we did not respond . My judgment is that we did not respond there as we have not responded to our needs in Latin America , our needs in Africa , our needs in Asia , our needs in disarmament , our needs in arms , because this administration has not been able to attract people of intellectual vitality , curiosity , foresight , and vigor . [ Applause .	Kennedy_October_23_1960	Kennedy_October_22_1960
1339	minimum wage	support	[ Applause . ] I do not believe that a political party which in the last 25 years has opposed housing and , minimum wage and social security and every great domestic program which has been identified with progress in this country , which has refused to recognize our changing times around the world , which liquidated the credit which Franklin Roosevelt and Harry Truman built up in Latin America , which has shown itself wholly uninformed of the present revolution now taking place in Africa , which has failed to maintain our military strength , which has given almost no attention to the important subject of disarmament , having less than 100 people working on it in the entire Federal Government , which has permitted us to be second , best in outer space , which has brought less foreign students to study here today than 10 years ago , which has , in other words , presided over the United States in a changing time and refused to change - I believe on November 8 the people of this country are going to take progress for the future , are going to give the leadership of this country once more to the Democrats . [ Applause .	First , those of you who are active in labor , those of you who lead organized labor movements , are concerned about the welfare of your people and concerned about the welfare of the general public , and you know very well , perhaps better than anyone , that this country still has unfinished business , that we have to maintain full employment , that we have to advance the standards of living of our people , of better housing , of better minimum wage , of medical care for the aged . Franklin Roosevelt could put forward a minimum wage of 25 cents an hour in 1935 , but that does not mean the job was finished . Ninety percent of the Republicans could vote against 25 cents an hour in 1935 just as they voted against $ 1.25 minimium wage in 1960 .	Kennedy_October_23_1960	Kennedy_October_19_1960
1340	medical care,health care	no_relation	The appointment of the Medical Advisory Committee today follows Senator Kennedy 's announcement last week of a 23-member Board of Senior Citizens for Kennedy , all of whom are prominent in the field of health , to assist the Democratic Presidential candidate in emphasizing the importance of medical care for senior citizens . Congressman Forand , Chairman of the Senior Citizens for Kennedy - Johnson is the author of the Forand bill which calls for medical care for senior citizens based on the principle of social security . As the guardian of our constitutional rights , the Federal judiciary must have at all levels the best possible judges .	I refer , of course , to the Social Security Act of 1935 . It is particularly appropriate that we mark that anniversary by the extension of the system to include medical care insurance for our older citizens . A quarter of a century ago , the people of the United States turned their back on the dole and the means test , and chose instead to rely on self-financed insurance , paid through the social security system , to protect themselves against the hazards of old age .	Kennedy_August_31_1960	Kennedy_August_23_1960
1341	cuba	no_relation	[ Applause . ] Mr. Castro in Cuba is not alone the threat . Why was the candidate for the Presidency of Brazil in the recent election - why did he feel compelled in the middle of his election to pay a journey to Havana and call on Mr. Castro ? It was because he knew in his own country there was sufficient support for Castro , there was sufficient advantage in looking anti-American , that he felt compelled to gain that support .	Ghana and Guinea in Africa , newly independent 2 years ago , both vote with the Soviet Union in the United Nations . It is n't going to be just Guinea and Ghana and Cuba , but we are going to meet that problem in every country in the world in the future . Unless young leaders in those countries feel that we are on the move , that the future belongs to the free world , that the Communist system which is as old as Egypt is finally going to collapse .	Kennedy_October_18_1960	Kennedy_October_15_1960
1342	cuba	no_relation	Now he says he really did n't mean it that way . He disagreed with the President on Cuba , but now he says his position is really about the same as the President 's . Over and over again , we find him saying one thing one day and another thing another day , as soon as he reads the polls or hears the people .	In every one of these three instances , do you see what would have happened if he had been President ? In Quemoy and Matsu , it might have meant war or it might have meant surrender . In Cuba , it might have meant war , by inviting the Communists in - civil war , which we could n't stay out of . And in Paris - the U-2 flights - it would have meant certainly surrender of principle , and it would have encouraged Mr. Khrushchev to beat him to a pulp , because that 's the only thing he understands .	Nixon_November_4_1960	Nixon_November_3_1960
1344	minimum wage	support	The fact of the matter is that Mr. Nixon leads a party which has opposed progress for 25 years , and he is a representative of it . He leads a party which in 1935 voted 90 percent against a 25-cent minimum wage , and he leads a party which voted 90 percent in 1960 against $ 1.25 an hour minimum wage . [ Response from the audience .	[ Applause . ] In the debate 2 or 3 weeks ago , Mr. Nixon stated that he thought $ 1.25 minimum wage was extreme . Do you know what the average wage for laundrywomen , and most of them are Negroes , in five large cities of the United States is ? Sixty-five cents an hour for a 48-hour week .	Kennedy_November_6_1960	Kennedy_November_1_1960
1348	medical care,health care	no_relation	But , if I can go one step further , in the domestic field , then , we will move this country forward . move her forward with better schools and better housing , move her forward with a medical care program that will provide protection for everybody over 65 , and not leave out 3 million as he would , but will not compel anybody who does n't want it to take it against his will , and we do n't want that in America , certainly , in this or any other field . So , I say to you , we will move her forward , but we will move her forward having in mind that as we move we want to be sure that we remember your problems , you , the people , who have the budgets at home to meet .	We just want to keep it as it is . We do n't care about medical care for the aged . He says , as far as we are concerned , we have no programs , nothing to offer , except standing where we are .	Nixon_October_27_1960	Nixon_October_26_1960
1349	disarmament	no_relation	Senator Kennedy pledges to give energetic new leadership in world councils . He should explain to the American people , first , his negligence to hold meetings this year of his Senate Subcommittee on Africa , of which he is chairman ; and second , his failure to attend even one meeting of the Senate Disarmament Subcommittee since his appointment to it in 1958 . He now calls for standing up to Caribbean and South American dictators , but he fails to mention the fact that 11 dictators were in power in this area in 1953 when our administration took over , and now only 3 are left .	That is why , my friends , that is why the President of the United States has been correct in being firm in dealing with Mr. Khrushchev and not belligerent . That is why he has insisted that while he will always go an extra mile to negotiate disarmament or reduction of tensions , that he will never agree to weaken the United States unless we are sure that the Soviet Union is also reducing its military power at the same time . [ Applause .	Nixon_October_9_1960	Nixon_October_1_1960
1350	disarmament	no_relation	 That 's why American strength is essential . Now , let 's turn to disarmament a moment . People say ,  Now , why is it we ca n't get some imaginative disarmament proposals , or suspension of nuclear test proposals ? Are n't we being too rigid ?  And I can only say I have seen these proposals over the years , and the United States could not have been more tolerant .	It is n't as spectacular as President Eisenhower has done to go before the U.N. and to lay it on the line for controlled disarmament - not phony disarmament - not where you simply have empty pledges , but a case where both sides will disarm . Because remember this : If we ever have disarmament where we disarm and the other side does n't , that means that we increase the risk of war rather than reduce it , and we 're not going to do that and we can be sure of that . [ Applause .	Nixon_October_14_1960	Nixon_October_5_1960
1351	cuba	support	Today , unlike 1940 , the nations of Latin America are distrustful of our guidance , suspicious of our intentions disillusioned by our actions . And today , unlike 1940 , the forces of alien tyranny have already found their way into the Western Hemisphere - to within 90 miles of your coast - to the island of Cuba . And this change has come about in the past 8 years .	This would n't have happened under Franklin Roosevelt , who warned the Nazis in 1940 to stay out of our hemisphere ; this would n't have happened under Harry Truman who warned the Communists in 1947 to stay out of Greece and Turkey . And this would not have happened in Cuba if the Republican leadership Mr. Nixon represents every step which foresight and experience should have directed them to take - in order to prevent a Communist victory only 90 miles from our shores . I do not know how Mr. Nixon can talk of firmness in view of his party 's record in Cuba .	Kennedy_October_18_1960	Kennedy_October_15_1960
1352	disarmament	support	If we have the ability to meet the problem of an abundance of food , in an imaginative way , that helps people of the world to realize the blessings the Lord has given them , then we assist ourselves and assist others . If we recognize that we do not have much time , that the nuclear capacity is traveling country after country , almost like a disease , until by the end of the next decade 15 , 20 , or 25 countries will have the power to destroy not merely their adversaries , but perhaps human life , and yet this a Administration has less than 100 people working in the entire Federal Government on the vital subject of disarmament and our negotiators have reflected that disinterest . [ Applause .	In other words , maintaining a position of equality permits you to negotiate more successfully . It is a source of concern to me that this Government has had less than 100 people scattered through the entire Federal Government working on the subject of disarmament . I would put more people into it .	Kennedy_September_28_1960	Kennedy_September_23_1960
1353	unemployment	support	It is no wonder that in the 1920 's the recession and depression of 1929 was preceded by the sharpest decline in agricultural income that the country had seen up to that date . And now here in Indiana , and in this city of Terre Haute , you have unemployment of nearly 7 percent , you see steel mills in Gary and elsewhere in this State which are working 55 or 60 percent of capacity , and every merchant and every banker in the State of Indiana can tell you that this September and this October have been as difficult and hard as the September and October of 1957 , and the September and October at the end of 1953 , which preceded the recessions of 1954 and 1958 . I do n't believe this country can afford another recession .	If you agree with a policy of no new starts , a policy which does not develop the resources of the Wabash or the Ohio Rivers , if you agree that $ 1.25 minimum wage in a company making more than a million dollars a year is excessive , and , to use Mr. Nixon 's words ,  extreme  ; if you believe that medical care for the aged tied to social security is too extreme , if you believe that these programs which I believe are essential to the maintenance of full employment , if you believe that they are too extreme , then you should vote for Mr. Nixon . If you believe that the area redevelopment bill , which has been vetoed twice , which would mean so much to this community and other communities , which are hard hit by chronic unemployment , and you want it vetoed a third time , you should vote for Mr. Nixon . If you believe that Thomas E. Dewey and William McKinley and Harding , and Coolidge and Landon are the kind of leaders that the United States needs in the sixties , then you should vote for Mr. Nixon .	Kennedy_October_5_1960	Kennedy_October_4_1960
1354	minimum wage	no_relation	They stem from the administration of Woodrow Wilson and Franklin Roosevelt and Harry Truman . They are the efforts which Democratic Presidents and Democratic Congresses have made to write into law a whole platform of social legislation , which permits all Americans to participate in our standard of living , minimum wage , social security , unemployment compensation , housing , aid to education , medical care for the aged , all of the great litany of pieces of social legislation for which we are distinguished which make it easy for a Democratic candidate to run for the Presidency , and which Mr. Nixon 's party has opposed . It is our function , however , not to merely invoke the names of Franklin Roosevelt and Harry Truman , not to merely live off what they did , but to bring these old programs up to date .	I believe the issue is very clear , and the people of this State should understand them . They are between a party which regards $ 1.25 minimum wage as too extreme , a party and a candidate which regards medical care for the aged tied to social security as too extreme , between a party which vetoes an area redevelopment bill as too extreme , between a party which regards a progressive farm policy which will bring supply and demand into balance as too extreme . Now , if you regard those programs as extreme , I believe you should support Mr. Nixon and the Republican Party .	Kennedy_October_23_1960	Kennedy_October_5_1960
1355	minimum wage	no_relation	Woodrow Wilson , running in 1912 , said that the Republican Party idea of policy is to sit on the lid . Franklin Roosevelt carried the fight in 1932 and 1936 and Harry Truman carried the fight in 1948 , and on the issues which matter , housing , social security , medical care for the aged minimum wage , development of the resources of this country , I believe the Democratic Party looks forward . I believe it has presented to this country programs which move the economy of this country .	And they certainly should pay $ 1.15 . The Republicans opposed that on this occasion as they did the minimum wage of 25 cents in 1925 , as they do medical care for the aged . These issues are very sharp .	Kennedy_October_5_1960	Kennedy_October_4_1960
